Date,Ridge Simulated 00757 TW (Original),Ridge Simulated 00757 TW (Bootstrap),Mag 5 Index,Actual 00757 TW
2010-07-07,113.28115910531315,113.63615328673555,118.6657702079317,
2010-07-08,113.31536657702345,113.68825290136604,117.8992085954498,
2010-07-09,113.45896537860791,113.82912257777042,118.43579575078348,
2010-07-12,113.6524294297093,114.01047074388106,119.57076587564002,
2010-07-13,113.84004406185693,114.18709581212663,120.64176078937558,
2010-07-14,114.01992366416364,114.35747002722935,121.6242534797112,
2010-07-15,114.0813240549114,114.43177662088964,121.1655022284384,
2010-07-16,113.90805872879164,114.31570392393641,117.9024922795999,
2010-07-19,114.0701338149395,114.47173497599223,118.6496029597214,
2010-07-20,114.27851801358042,114.66536731189596,119.9529767081712,
2010-07-21,114.30149027863507,114.70857693189713,119.040734355359,
2010-07-22,114.07864267104864,114.55223616552584,115.2650497523547,
2010-07-23,114.30294048068954,114.75891187728983,116.7166145887377,
2010-07-26,114.26509993148888,114.75276996544805,115.1268268630303,
2010-07-27,114.40550561498284,114.89138828172601,115.6000203357269,
2010-07-28,114.25463466940242,114.79344406197679,112.7446934862546,
2010-07-29,114.15833961812116,114.73978046244075,110.5601871305755,
2010-07-30,114.39472540533582,114.95649008198536,112.0860180908207,
2010-08-02,114.54580220939378,115.10389623043709,112.6648041157535,
2010-08-03,114.67565187533091,115.23408096272641,113.0050658696119,
2010-08-04,114.98726055157675,115.51196324024396,115.4122558745182,
2010-08-05,115.1827480819422,115.69551932694071,116.51151832141412,
2010-08-06,115.52603573222981,115.99911781348399,119.35062883996139,
2010-08-09,115.63400817810039,116.11164936476335,119.4394651167522,
2010-08-10,115.85255147718823,116.31398404329775,120.838521151648,
2010-08-11,115.69537764526736,116.21125759547542,117.8026605645415,
2010-08-12,116.02135998835348,116.50091757686087,120.4496217908743,
2010-08-13,116.07265551854509,116.56753576775809,119.8632764101901,
2010-08-16,116.3269164728042,116.7989923766211,121.6836800559919,
2010-08-17,116.35975950015374,116.85068722953109,120.8705071658833,
2010-08-18,116.28348126098604,116.8137636007946,118.7826693703932,
2010-08-19,116.44933996002797,116.97353222216549,119.5400931878394,
2010-08-20,116.5929633270476,117.11526670534884,120.03770532819908,
2010-08-23,116.55178442841422,117.1069022841018,118.37273266620221,
2010-08-24,116.38401121507435,116.99563064970184,115.2895304662773,
2010-08-25,116.63411256098486,117.22400237126269,116.9849666969818,
2010-08-26,116.7676719401341,117.35767597940807,117.3536916264219,
2010-08-27,116.89810231825521,117.4888347185484,117.68581740579668,
2010-08-30,116.8177423251118,117.448677882859,115.61081310772909,
2010-08-31,116.97812547358986,117.60424398320114,116.2771413238785,
2010-09-01,117.5504095691517,118.09456931666071,121.7309550419286,
2010-09-02,117.78607689260745,118.3113265067687,123.318292728068,
2010-09-03,117.99706111545285,118.50805216878459,124.6223957077562,
2010-09-07,118.15005817459006,118.65770828026925,125.2315480076715,
2010-09-08,118.40539321592962,118.89049237929771,127.09083408122459,
2010-09-09,118.45598123319651,118.95704651764048,126.45066989145171,
2010-09-10,118.46895610813493,118.99307138344044,125.35791177401889,
2010-09-13,118.79765021286144,119.28552167764488,128.1117362602807,
2010-09-14,118.9382741372869,119.42527054392029,128.572182649403,
2010-09-15,118.88837877416358,119.41033454677236,126.69274436662698,
2010-09-16,118.98405249419916,119.51363359291346,126.59917711193272,
2010-09-17,119.13869990482175,119.66486059283112,127.22251405993701,
2010-09-20,119.45177185575852,119.94476855230023,129.8000791905738,
2010-09-21,119.73615099805208,120.20137177992822,132.0574045121533,
2010-09-22,120.13499143113262,120.55086091470906,135.8166979295916,
2010-09-23,120.40635729590086,120.79688423803682,137.9868186113035,
2010-09-24,120.67411618449464,121.0399869149291,140.1356052589908,
2010-09-27,120.85495465603276,121.21260584271762,141.1454808716271,
2010-09-28,120.86491525466232,121.24665548197386,139.8823881549024,
2010-09-29,121.20568464494046,121.54904588058284,143.0284542141044,
2010-09-30,121.04563352890416,121.44525363505186,139.4928450275876,
2010-10-01,120.90331879358318,121.35577462486626,136.2701778527506,
2010-10-04,120.97125695587533,121.43692662505423,135.7924935316738,
2010-10-05,121.18491789486474,121.6363912082414,137.1893268580753,
2010-10-06,121.06427184488251,121.56449912504624,134.2963667118466,
2010-10-07,121.25221751213368,121.74316180443951,135.3473367812421,
2010-10-08,121.29956120634544,121.80769073976221,134.6090085309247,
2010-10-11,121.54174470970796,122.03045115240127,136.3514499534813,
2010-10-12,121.72293788079891,122.2037150264218,137.321865937161,
2010-10-13,121.86889411038426,122.34840044799749,137.8395759058553,
2010-10-14,121.95144578750714,122.44164035810923,137.537621221523,
2010-10-15,122.27962794192193,122.73430849791009,140.4254338244649,
2010-10-18,122.35521974148436,122.82196721929095,140.0231314811668,
2010-10-19,122.22326671976515,122.74113864373766,136.9405105327401,
2010-10-20,122.43511110569536,122.93947495612369,138.2971541787341,
2010-10-21,123.06543687112197,123.47747642060527,145.2058446095284,
2010-10-22,123.12719947820744,123.55405032218152,144.5976276068302,
2010-10-25,123.23874712950642,123.67104731824324,144.6579143901573,
2010-10-26,123.71084117658353,124.08057691499378,149.6248749725181,
2010-10-27,123.88241081222114,124.2463244071372,150.5111601213533,
2010-10-28,123.8875932047439,124.2771478776443,149.0950983383983,
2010-10-29,124.02058927671662,124.41166971266814,149.4428590081092,
2010-11-01,123.92936625455162,124.36430484263987,146.7271771795284,
2010-11-02,124.24859407893119,124.6499865238893,149.6113721879499,
2010-11-03,124.41262708274185,124.80977583612285,150.3831370814333,
2010-11-04,124.51278852852752,124.91778001865474,150.2726551193401,
2010-11-05,124.62955938231136,125.0392875337845,150.3900127465179,
2010-11-08,124.768953385824,125.17917875260262,150.8181471621858,
2010-11-09,124.8652594575152,125.2841418046368,150.6502273322857,
2010-11-10,125.15408721057103,125.5453221874225,153.1521012266393,
2010-11-11,125.20345415208647,125.61227185129376,152.3235942293003,
2010-11-12,125.29453790514589,125.71308890328656,152.0768967526818,
2010-11-15,125.21058486430543,125.67188956231854,149.4252301938691,
2010-11-16,125.13071731480001,125.63397502543741,146.8738329960183,
2010-11-17,125.24906368906268,125.75698786238219,147.0018939649569,
2010-11-18,125.54030646971145,126.020393698273,149.4639557740499,
2010-11-19,125.80925514882992,126.26570873853152,151.6505394714239,
2010-11-22,126.42754220167241,126.79441613177032,158.8036629589434,
2010-11-23,126.4371303376414,126.82935908499178,157.3707193147291,
2010-11-24,126.67453641524502,127.04910943974433,159.1917567068816,
2010-11-26,126.89705454160887,127.25680613700408,160.8116770615536,
2010-11-29,127.21073683899597,127.5384390458224,163.7785745319086,
2010-11-30,127.39123482383343,127.71210865177005,164.8089225363396,
2010-12-01,127.52145091762334,127.84504574705728,165.0965375112796,
2010-12-02,127.63417098377514,127.96382903587174,165.1238453230088,
2010-12-03,127.43719622524188,127.83149500740154,160.6320040607981,
2010-12-06,127.76523145623884,128.12495611420272,163.7861790172176,
2010-12-07,127.66020662226032,128.06721578188967,160.6509139308697,
2010-12-08,127.81404639669312,128.21946336869166,161.2675941413644,
2010-12-09,128.03876768157485,128.42923675253672,162.9115674064243,
2010-12-10,128.2640491368342,128.63948720653312,164.5747196660983,
2010-12-13,128.08359484626737,128.52064799897505,160.347879345954,
2010-12-14,128.0422639985674,128.51463949592417,158.1789239651499,
2010-12-15,128.14945478615104,128.62918336766504,158.1206152176454,
2010-12-16,128.4499324612484,128.900626245924,160.8045242908925,
2010-12-17,128.55650229090608,129.01473327049507,160.7314995792829,
2010-12-20,128.5914215200025,129.07071743427997,159.6378527816496,
2010-12-21,128.9889693519519,129.42101417254025,163.7351167674809,
2010-12-22,129.1204989795858,129.55547075355543,164.0162181954539,
2010-12-23,129.1988863539111,129.6468381615324,163.5255987764348,
2010-12-27,129.24167222886368,129.7093393183865,162.5234406207169,
2010-12-28,129.41317900665294,129.87632993345045,163.3745338507279,
2010-12-29,129.45861839511602,129.9410378528211,162.4103202656912,
2010-12-30,129.56513831237072,130.05534608929207,162.3238704877843,
2010-12-31,129.56192644585823,130.08060264878986,160.6743028794147,
2011-01-03,129.7813660907632,130.28663874034316,162.1928747556352,
2011-01-04,129.99855299638568,130.49087095313584,163.6880338710351,
2011-01-05,130.17275590005508,130.66024084521257,164.56966383767,
2011-01-06,130.48919663335556,130.94507361657244,167.5275525921816,
2011-01-07,130.66358655614113,131.11465129303147,168.4229326396095,
2011-01-10,131.11514500373653,131.50910688827977,173.4639942600943,
2011-01-11,131.18976249579296,131.597811902011,172.8700999408047,
2011-01-12,131.53707597895033,131.9077193711763,176.4119396636229,
2011-01-13,131.7221116300724,132.0860404978972,177.4971125233172,
2011-01-14,131.9173171382806,132.27263756267376,178.7423327465548,
2011-01-18,131.92732174955623,132.30909035570954,177.1294772705874,
2011-01-19,131.910335431996,132.32365878082396,175.1212640621423,
2011-01-20,131.8329110543053,132.28918764230258,172.2313595011832,
2011-01-21,131.81184863610406,132.3004357200869,170.2183401427992,
2011-01-24,132.26046277414713,132.69285072077503,175.2084707518088,
2011-01-25,132.41192757524033,132.84417316525605,175.7608842725816,
2011-01-26,132.52180763202924,132.96178990061526,175.6814177471805,
2011-01-27,133.3665405168458,133.6753559508273,187.0451196800597,
2011-01-28,133.4362989183462,133.76054477636518,186.3067356678331,
2011-01-31,133.53339352383958,133.86791916277582,186.005343787825,
2011-02-01,133.7273426435844,134.05383917992506,187.2471917914437,
2011-02-02,133.8561614038199,134.18699460525167,187.4479260287898,
2011-02-03,133.9687027436529,134.30698610617648,187.3865548738486,
2011-02-04,134.46113389296917,134.73490957643054,193.4789107878108,
2011-02-07,134.48158350855667,134.7803496237838,191.900186476799,
2011-02-08,134.63630283771852,134.9346287767353,192.5168427027221,
2011-02-09,134.88146280489767,135.16223077064657,194.6185500887846,
2011-02-10,134.93071605033276,135.23110710849414,193.5009714405782,
2011-02-11,135.3235568367536,135.57843223199487,198.0604834023237,
2011-02-14,135.84038944305829,136.0261332628652,204.8342729094925,
2011-02-15,135.7482291715813,135.98062982073566,201.24337972406957,
2011-02-16,135.9135365614288,136.14367894479727,202.0451120214228,
2011-02-17,136.06591488299352,136.29628800424248,202.626486310839,
2011-02-18,136.1438115971414,136.38859610326398,201.9405737029446,
2011-02-22,135.6228797141444,135.9955702910178,191.3749804720459,
2011-02-23,135.36034064107426,135.81174011935857,185.3344048938441,
2011-02-24,135.79479910046692,136.19329534451734,190.3470676898271,
2011-02-25,135.92772519977012,136.33029184549025,190.5850212210258,
2011-02-28,135.88522645873257,136.32502421568574,188.0286167488923,
2011-03-01,135.71360432461253,136.21495598586472,183.5013047973867,
2011-03-02,135.7991570447446,136.31358712791973,183.0010973350829,
2011-03-03,135.99209855221198,136.49941489135432,184.1563608477084,
2011-03-04,136.2571567551932,136.74380090046392,186.4391348473285,
2011-03-07,136.18263946472257,136.71260937381012,183.4464636609481,
2011-03-08,135.98054528783726,136.57778479189668,178.5773098975117,
2011-03-09,135.8864415505929,136.5305950631705,175.419451912436,
2011-03-10,136.03610765948198,136.68145892024327,175.8845856749743,
2011-03-11,136.33862293452196,136.95652839144893,178.6235174446028,
2011-03-14,136.3781776273804,137.01800744778137,177.4456185505626,
2011-03-15,136.7953292087589,137.38624329194604,181.9320000637765,
2011-03-16,136.59471449586871,137.25269526914613,177.1384386540593,
2011-03-17,136.75064541338796,137.40881353355348,177.6895505311084,
2011-03-18,136.78568206617078,137.46672684740568,176.4494376505868,
2011-03-21,137.12661202863345,137.77323314039526,179.7468332939547,
2011-03-22,137.42599631042813,138.045986723672,182.4615959752936,
2011-03-23,137.77772911681961,138.36126118976594,186.0133355607055,
2011-03-24,138.04848991695485,138.61078494954137,188.3537733406274,
2011-03-25,138.16453548173536,138.73471558250503,188.291785883151,
2011-03-28,138.50077023586778,139.03744787559347,191.6818408032608,
2011-03-29,138.61734382532796,139.16187999528705,191.6210932843701,
2011-03-30,138.72807679139117,139.28160205421977,191.4666829630758,
2011-03-31,138.80929378260078,139.377390414651,190.8467657526595,
2011-04-01,139.02299615171,139.58077814109208,192.311965054846,
2011-04-04,139.08263694393372,139.65911271357353,191.3471144046845,
2011-04-05,139.2618485974992,139.8345653972744,192.2646618013694,
2011-04-06,139.35773481733293,139.94239224419647,191.8679121141005,
2011-04-07,139.3614973342604,139.97543063046336,190.0305374828019,
2011-04-08,139.44931573429028,140.0767571206037,189.512005159751,
2011-04-11,139.33839210632044,140.01664178033934,185.9407853605587,
2011-04-12,139.53976448319028,140.21028219573583,187.1667495052624,
2011-04-13,139.85725558769408,140.49828963082317,190.1929857936519,
2011-04-14,139.90129666242694,140.5641742207156,188.9922845300705,
2011-04-15,140.0208123222914,140.69140536659248,188.9595790244857,
2011-04-18,140.05111738770324,140.74617620841147,187.5555642317707,
2011-04-19,140.41821477786357,141.07464146254281,191.3410426592213,
2011-04-20,140.7526052682031,141.3765271413916,194.6701385260913,
2011-04-21,141.09613328560957,141.68583205970967,198.1910009763391,
2011-04-25,141.2188429305132,141.81584327296622,198.1915537299321,
2011-04-26,140.8502619453329,141.5467802864692,190.4594626904494,
2011-04-27,141.21899671700803,141.87674242432072,194.2963612409153,
2011-04-28,141.27782888292205,141.95494305205355,193.294181607897,
2011-04-29,141.42011518281006,142.10097961927622,193.5982735909315,
2011-05-02,141.5777373371599,142.25951095491519,194.1407721070784,
2011-05-03,141.44185430931887,142.17954701294826,190.124643913023,
2011-05-04,141.55012690066206,142.29803095702144,189.8991186809488,
2011-05-05,141.7210319916508,142.46746206251535,190.633097674099,
2011-05-06,141.98765511685093,142.7147295909742,192.8470911460346,
2011-05-09,142.34801095330886,143.03818659275657,196.5528265778637,
2011-05-10,142.5305973528041,143.21720772596692,197.4821508929589,
2011-05-11,142.71066973246846,143.3942199659116,198.3722119916615,
2011-05-12,142.93783865367735,143.6095302774563,200.0144440056164,
2011-05-13,142.86812459858572,143.58364543776926,196.9370339453249,
2011-05-16,142.62075806226954,143.4133003300654,191.1676384023898,
2011-05-17,142.75199706636513,143.55075423100863,191.2784381693475,
2011-05-18,143.09515697468663,143.8605495972872,194.6563647185726,
2011-05-19,143.2233391639829,143.9955920850933,194.7149090705894,
2011-05-20,143.37578187091125,144.1503922208708,195.1486897358353,
2011-05-23,143.36554929198385,144.17295527182696,193.0627564760171,
2011-05-24,143.45320455932168,144.27513563424174,192.494755782562,
2011-05-25,144.09608318692483,144.82876798048477,200.5841010274922,
2011-05-26,144.3755871182737,145.08697006974765,203.04882174163353,
2011-05-27,144.60171384100644,145.30182180377264,204.6700398556469,
2011-05-31,144.89828793655138,145.57393852453987,207.44803691211277,
2011-06-01,144.84508015988672,145.56189040987934,204.5378575188788,
2011-06-02,145.04599820573742,145.7563637764122,205.7500320082275,
2011-06-03,145.17556104386554,145.8928877334796,205.80596950401596,
2011-06-06,144.95091405985977,145.74152368027615,200.19797225161932,
2011-06-07,145.1171901634741,145.90795296124605,200.8335743058563,
2011-06-08,145.12882706133664,145.94867678904774,199.0312733200201,
2011-06-09,145.30040813492388,146.11949065153956,199.7432850725774,
2011-06-10,145.23932072712626,146.10110796929666,196.8214251729777,
2011-06-13,145.32055524763007,146.19849948979362,196.1256449454444,
2011-06-14,145.64509840729184,146.49384531038473,199.2013636799025,
2011-06-15,145.54962505554155,146.4475568107225,195.7605291067517,
2011-06-16,145.43065418466446,146.38210704324874,192.0233511823182,
2011-06-17,145.35778913394483,146.3541468708039,189.040130441138,
2011-06-20,145.46557584694696,146.47327329052658,188.7642303868851,
2011-06-21,145.98384983996425,146.92659999945923,194.6511004032341,
2011-06-22,146.0857974278618,147.04106193474198,194.2712021318155,
2011-06-23,146.4576740506951,147.37523570035142,198.0216061331585,
2011-06-24,146.51799064324047,147.45589897056422,196.9894874756977,
2011-06-27,146.76628853604433,147.68956964688243,198.8534456126298,
2011-06-28,147.16505837836337,148.04568539059838,203.0887315092941,
2011-06-29,147.34237029312592,148.2216570503416,203.86779932608744,
2011-06-30,147.4752157317818,148.3614918510847,203.9426827668266,
2011-07-01,147.83158613651338,148.6831790244218,207.5740407403972,
2011-07-05,148.49313927074158,149.2529568236798,216.28131153470628,
2011-07-06,148.67081945082649,149.42936226417055,217.09043146805226,
2011-07-07,148.85711781125028,149.61280779733428,218.04323131985882,
2011-07-08,149.0037094571179,149.76401751163644,218.3305281458252,
2011-07-11,148.9191616261314,149.7273685111848,214.7755154538216,
2011-07-12,148.914443941255,149.75561096976548,212.576186119111,
2011-07-13,149.23787978355506,150.05071688441316,215.7589492332104,
2011-07-14,149.03079953207748,149.91444199891316,210.2639837418426,
2011-07-15,149.2443041611564,150.12024559358275,211.6199314593076,
2011-07-18,149.17945492564382,150.0996479507236,208.4907393498873,
2011-07-19,149.6639870568949,150.52599566339487,214.2232289676127,
2011-07-20,149.67692063139935,150.56876661323463,212.3158755613038,
2011-07-21,149.770840665758,150.67743720624156,211.7300942788786,
2011-07-22,150.01116416968333,150.9052421301469,213.51407225518759,
2011-07-25,150.22037656414173,151.10777212890133,214.79787935115618,
2011-07-26,150.0611878830052,151.0106197546113,210.11412677981852,
2011-07-27,149.91631966055343,150.92505057559669,205.75434190328286,
2011-07-28,150.05795590879612,151.07270316944124,205.93135933798453,
2011-07-29,150.0834526720877,151.12583142775208,204.2926330311417,
2011-08-01,150.20559312395278,151.25767664282074,204.1629236114302,
2011-08-02,150.02816791285477,151.1455587527316,199.4336410777608,
2011-08-03,150.33299394073302,151.42627561365313,202.09635526639232,
2011-08-04,149.73582589303922,150.97202566785234,191.2021742898785,
2011-08-05,149.5608364369706,150.8616536733842,186.7999603799607,
2011-08-08,148.8625082936606,150.32399374607147,175.3224959283827,
2011-08-09,149.75206129092834,151.08232840430028,185.8198357086056,
2011-08-10,149.53148089895444,150.93467991210787,180.910506405988,
2011-08-11,150.24918235649096,151.55267976160388,189.196596291529,
2011-08-12,150.40423133336972,151.71163025196097,189.5479119154414,
2011-08-15,150.7318664336645,152.01137640320653,192.3999410428916,
2011-08-16,150.57359819799595,151.91483621336403,188.2254740166125,
2011-08-17,150.4859688652146,151.87587303297528,185.1298542851941,
2011-08-18,149.85715761248852,151.39492089587188,174.7362961580355,
2011-08-19,149.49131159363301,151.12835110402892,168.2441112224788,
2011-08-22,149.58473534644952,151.23711504371042,167.7750562716284,
2011-08-23,150.51622644371173,152.03078571523184,178.3291891958055,
2011-08-24,150.79647771618815,152.29226803878495,180.3603945121299,
2011-08-25,150.73609649932368,152.275573244061,177.7627197920846,
2011-08-26,151.2250683793629,152.7075983609497,182.641832774996,
2011-08-29,151.6397613195055,153.0789226589798,186.5853763778821,
2011-08-30,152.1303434324205,153.51214893975222,191.6876243169892,
2011-08-31,152.18318829881986,153.58816691917428,190.5481417110251,
2011-09-01,152.10880660702378,153.5603541184465,187.614146072313,
2011-09-02,151.56508000482523,153.14913434988696,178.3122333519693,
2011-09-06,151.9252679749831,153.4762475736667,181.404444032946,
2011-09-07,152.21383356105633,153.74486405663754,183.549077973694,
2011-09-08,152.25177818711015,153.80880160628837,182.2536552342766,
2011-09-09,152.02875146963436,153.65949854658768,177.4550249928387,
2011-09-12,152.47728023370576,154.05898207068452,181.7168878730423,
2011-09-13,152.7001188618406,154.2740671412239,182.9489237000913,
2011-09-14,153.11571057401423,154.64663095077026,186.8552198818978,
2011-09-15,152.23298067920038,153.9582664319868,173.1804228835813,
2011-09-16,151.993197526658,153.7950854086028,168.4080578206879,
2011-09-19,151.9172246039336,153.76585675036767,165.7939643242537,
2011-09-20,151.50778361006917,153.46352487723325,159.170426276519,
2011-09-21,151.4715379660415,153.46670931147796,157.1672483495428,
2011-09-22,151.20027366386267,153.27726019832284,152.4591838240245,
2011-09-23,151.47991165181622,153.5393397843292,154.1737774905212,
